name,method,rank,dockq_native,fnat_native,plddt,iptm,plddt_CA,A_plddt_CA,B_plddt_CA,ptm,A_ptm,B_ptm,A_iptm,B_iptm,conserved_dockq,conserved_fnat,ppi_num,conserved_ppi_num,saltbridge_num,hbond_num,pication_num,pistack_num,halogen_bond_num,md_rmsd,md_rmsf,md_rmsf_top1,md_rmsf_top3,md_rmsf_top5,md_contact,md_contact_top1,md_contact_top3,md_contact_top5,len_peptide,dssp_H,dssp_E,dssp_C,concact_ratio,predicted_fnat_native
3cvl,chai1_with_msa,3,0.920397,0.973684,92.097401,0.897868,94.450535,94.446259,94.702,0.9526641964912416,0.9547012448310852,0.2433644533157348,0.1930552721023559,0.897868275642395,0.967929,0.940331,8,7,0,8,0,0,0,1.916169,0.82744753,0.555331,0.7003725,0.82744753,10.0504,17.138,13.015667,10.0504,5,0,0,5,1.0,0.91133857
3cvl,chai1_with_msa,4,0.905607,0.947368,92.089163,0.897184,94.441538,94.436701,94.726,0.9524526596069336,0.954476833343506,0.2446773052215576,0.1923078447580337,0.8971844911575317,0.974806,0.958043,9,9,1,8,0,0,0,1.777018,0.91901207,0.500547,0.73035765,0.91901207,10.1622,18.395,13.191667,10.1622,5,0,0,5,1.0,0.9337792
3n2d,chai1_with_msa,0,0.182641,0.205882,95.350815,0.216005,96.533095,97.817317,43.88,0.9714857339859008,0.985590934753418,0.114387035369873,0.0152375325560569,0.2160051763057708,0.209174,0.121212,7,0,0,7,0,0,0,7.122238,1.0777268,0.601454,0.6945755,0.9423665,3.507333,6.317,4.393667,3.7264,6,0,0,6,1.0,0.05721582
3n2d,chai1_with_msa,1,0.060225,0.0,95.39939,0.267625,96.58377,97.831423,45.43,0.973016321659088,0.9855958819389344,0.1103980615735054,0.0232538282871246,0.2676254212856293,0.352165,0.294783,8,2,1,7,0,0,0,4.044096,0.9733395,0.616845,0.66313165,0.851717,5.283333,8.193,6.697,5.8328,6,0,0,6,1.0,0.08051483
3n2d,chai1_with_msa,2,0.055907,0.0,95.408909,0.269806,96.592302,97.836911,45.563333,0.9732680916786194,0.9857510328292848,0.1106096059083938,0.0233133565634489,0.2698056697845459,0.353711,0.284735,5,2,1,4,0,0,0,3.268948,1.1744368,0.841261,0.8605628,1.074909,7.128333,13.558,10.308333,8.3132,6,0,0,6,1.0,0.038632102
3n2d,chai1_with_msa,3,0.049209,0.0,95.374488,0.253836,96.564048,97.818333,45.138333,0.9727318286895752,0.9856818914413452,0.1111551746726036,0.0203136336058378,0.2538358867168426,0.251789,0.223839,6,0,0,6,0,0,0,5.559613,1.0340587,0.628294,0.71770924,0.9122286,6.067667,11.309,8.536667,6.8782,6,0,0,6,1.0,0.0862811
3n2d,chai1_with_msa,4,0.193168,0.205882,95.345343,0.218299,96.527937,97.811382,43.906667,0.971521019935608,0.9856932759284972,0.1140002459287643,0.0150779178366065,0.2182986438274383,0.215445,0.137931,9,0,0,9,0,0,0,17.622178,1.2969133,0.75838,0.77413195,1.0694426,1.902167,4.199,2.964667,2.248,6,0,0,6,1.0,0.047750834
3n55,chai1_with_msa,0,0.914651,0.943396,96.369764,0.90218,97.640593,97.727207,96.267143,0.958185076713562,0.9570894837379456,0.2288600206375122,0.1800290495157241,0.902179479598999,0.986502,0.982297,12,12,0,12,0,0,0,2.915139,0.91057104,0.605468,0.6687021,0.7207343,9.376,14.462,13.258667,11.5332,7,0,0,7,1.0,0.8975941
3n55,chai1_with_msa,1,0.909436,0.962264,96.409483,0.90156,97.677288,97.766847,96.257143,0.9581759572029114,0.957024872303009,0.2273436039686203,0.1807206124067306,0.9015601873397828,0.990265,0.99115,12,12,0,12,0,0,0,2.446444,0.86445844,0.571124,0.6410542,0.6976843,9.308714,14.634,13.18,11.4256,7,0,0,7,1.0,0.91502583
3n55,chai1_with_msa,2,0.905349,0.943396,96.432688,0.901763,97.698729,97.787838,96.285714,0.9582310914993286,0.9570045471191406,0.2277060747146606,0.1804016381502151,0.9017632007598876,0.991463,0.991069,14,14,0,14,0,0,0,2.783751,0.887691,0.598691,0.6895134,0.76996005,9.653429,14.871,13.578667,11.7198,7,0,0,7,1.0,0.9024049
3n55,chai1_with_msa,3,0.902112,0.943396,96.368729,0.902003,97.642797,97.73009,96.258571,0.9580956697463988,0.9569069147109984,0.2287324070930481,0.1810444444417953,0.9020025730133056,0.981554,0.964596,13,13,0,13,0,0,0,3.414456,0.86879355,0.546083,0.6624044,0.71792173,9.357286,14.505,12.989667,11.3816,7,0,0,7,1.0,0.8743279
3n55,chai1_with_msa,4,0.90954,0.943396,96.370011,0.901995,97.637034,97.724505,96.25,0.9578843116760254,0.9569664597511292,0.2290946245193481,0.1811510473489761,0.9019954204559326,0.984619,0.973446,13,13,0,13,0,0,0,3.558721,1.0239275,0.598036,0.72626925,0.82537997,9.461571,15.095,13.327333,11.608,7,0,0,7,1.0,0.8888397
3n5u,chai1_with_msa,0,0.875133,0.866667,94.000391,0.773375,96.729435,97.067449,82.532857,0.9856960773468018,0.9828270077705384,0.172744795680046,0.1348487734794616,0.7733751535415649,0.964846,0.918829,8,7,0,7,0,1,0,2.223585,1.1004307,0.628778,0.7501926,0.83529663,6.618857,10.231,8.978667,7.6068,7,0,0,7,1.0,0.8357916
3n5u,chai1_with_msa,1,0.865936,0.866667,93.973942,0.769704,96.703621,97.042007,82.491429,0.9857892394065856,0.9829191565513612,0.1713986247777938,0.1331477165222168,0.7697045207023621,0.982446,0.970563,6,6,0,5,0,1,0,2.511584,1.0308397,0.544296,0.5968864,0.70824444,6.360714,10.146,8.703,7.2448,7,0,0,7,1.0,0.8894889
3n5u,chai1_with_msa,2,0.875988,0.866667,93.923196,0.774202,96.666445,97.003401,82.514286,0.9857401251792908,0.9827947616577148,0.1732000857591629,0.13490591943264,0.7742017507553101,0.984107,0.977718,7,7,0,6,0,1,0,2.336084,0.9543745,0.505841,0.56443113,0.6724209,6.584714,10.058,8.686,7.453,7,0,0,7,1.0,0.89761275
3n5u,chai1_with_msa,3,0.8715,0.866667,93.987895,0.770882,96.718439,97.056803,82.507143,0.9855665564537048,0.9828095436096193,0.1723203212022781,0.1337571144104004,0.7708821892738342,0.983892,0.970563,7,6,1,5,0,1,0,2.56107,0.8881208,0.435241,0.5185788,0.63115376,6.515714,10.206,8.715,7.4166,7,0,0,7,1.0,0.87604606
3n5u,chai1_with_msa,4,0.868179,0.833333,93.967175,0.771727,96.704153,97.041293,82.544286,0.985617995262146,0.9829553365707396,0.172630175948143,0.1341079622507095,0.7717271447181702,0.968524,0.926432,6,6,0,5,0,1,0,2.41047,0.8274113,0.466153,0.5195566,0.6349864,6.272714,10.238,8.338333,7.2208,7,0,0,7,1.0,0.84293795
3pkn,chai1_with_msa,0,0.908437,0.857143,97.739219,0.86298,98.611111,98.749367,97.618182,0.9663676023483276,0.9623571634292604,0.2053385972976684,0.2281064242124557,0.8629798889160156,0.976199,0.975748,5,4,0,5,0,0,0,3.086788,0.8767857,0.518702,0.6081912,0.6717647,4.674909,13.051,9.011333,7.3036,11,0,0,11,1.0,0.92292154
3pkn,chai1_with_msa,1,0.896636,0.857143,97.77835,0.864943,98.637667,98.75443,97.799091,0.9668645858764648,0.9624292850494384,0.2068950533866882,0.2300708591938018,0.8649433851242065,0.977285,0.970356,3,3,0,3,0,0,0,4.266643,0.96994746,0.570066,0.64434284,0.7077111,5.049636,13.192,9.059333,7.3326,11,0,0,11,1.0,0.89887273
3pkn,chai1_with_msa,2,0.917147,0.880952,97.763647,0.86422,98.630111,98.749114,97.775455,0.966283679008484,0.961783766746521,0.2066729366779327,0.230464220046997,0.8642204999923706,0.978757,0.976308,3,3,0,3,0,0,0,3.354459,0.9899722,0.59212,0.66733426,0.7450964,4.802091,13.198,9.037667,7.3288,11,0,0,11,1.0,0.9120891
3pkn,chai1_with_msa,3,0.906981,0.857143,97.765962,0.865008,98.632667,98.752152,97.774545,0.966433584690094,0.961990773677826,0.2067907005548477,0.230320006608963,0.8650076389312744,0.97301,0.946256,5,5,0,5,0,0,0,3.162445,0.9413048,0.521215,0.6007714,0.65793115,4.679,13.094,9.083333,7.3892,11,0,0,11,1.0,0.9092835
3pkn,chai1_with_msa,4,0.899053,0.857143,97.758321,0.856591,98.626556,98.747722,97.756364,0.9668076038360596,0.9624152183532716,0.2063909471035003,0.2296351492404937,0.8565912842750549,0.972194,0.952492,5,5,0,5,0,0,0,3.015163,0.88487726,0.45572,0.56976986,0.6392229,4.903364,13.005,8.927,7.3374,11,0,0,11,1.0,0.919111
3r42,chai1_with_msa,0,0.955342,0.9375,93.715089,0.810766,95.425854,95.446282,95.0275,0.9506292343139648,0.9500142931938172,0.1990985125303268,0.1732900440692901,0.810766339302063,0.974712,0.944981,6,6,0,5,1,0,0,2.966711,0.82079923,0.617392,0.6314741,0.646574,4.518125,6.962,6.076333,5.8234,8,0,0,8,1.0,0.91714364
3r42,chai1_with_msa,1,0.943456,0.90625,93.759985,0.813208,95.46689,95.489167,95.0325,0.9502514004707336,0.9496262073516846,0.1998353153467178,0.1726679652929306,0.8132084012031555,0.971757,0.937185,5,5,0,4,1,0,0,2.524559,0.77982575,0.597372,0.6129298,0.6337204,4.518,6.859,6.202333,5.7724,8,0,0,8,1.0,0.9224912
3r42,chai1_with_msa,2,0.958786,0.96875,93.748734,0.815707,95.447439,95.46859,95.035,0.9503490328788756,0.9496932625770568,0.2006874978542328,0.1733297109603881,0.8157068490982056,0.98525,0.984123,7,7,0,6,1,0,0,3.372763,0.9733186,0.642161,0.6740179,0.71541965,4.126875,6.928,5.825667,5.2828,8,0,0,8,1.0,0.933491
3r42,chai1_with_msa,3,0.954738,0.9375,93.757645,0.810601,95.454512,95.474551,95.06375,0.9503286480903624,0.9497151970863342,0.1984118819236755,0.1728395819664001,0.8106008768081665,0.984068,0.976784,7,6,0,6,1,0,0,2.361303,0.83616316,0.636789,0.6548713,0.69873637,4.330375,6.891,6.256,5.5962,8,0,0,8,1.0,0.95317954
3r42,chai1_with_msa,4,0.958526,0.9375,93.77312,0.815837,95.46561,95.479744,95.19,0.9506640434265136,0.9500311613082886,0.20069320499897,0.1736360043287277,0.8158366084098816,0.968523,0.937185,6,5,0,5,1,0,0,3.681056,0.7475544,0.591376,0.59961015,0.63150376,4.453,6.741,6.048333,5.7598,8,0,0,8,1.0,0.89483744
3r7g,chai1_with_msa,0,0.845917,0.909091,92.244583,0.805653,95.38896,95.60526,93.635789,0.962121605873108,0.9630802869796752,0.1571278423070907,0.0926238000392913,0.8056526780128479,0.964232,0.953872,15,14,5,9,1,0,0,2.394062,0.78552973,0.410136,0.43025288,0.46509773,3.573158,9.007,8.247667,7.4232,19,8,0,11,0.894737,0.9126463
3r7g,chai1_with_msa,1,0.871189,0.945455,92.229471,0.806243,95.390347,95.613701,93.58,0.9619825482368468,0.9631404280662536,0.1574686467647552,0.0913164764642715,0.8062433004379272,0.96911,0.962274,16,15,4,11,1,0,0,2.702504,0.7871148,0.390715,0.41536364,0.45397282,3.472105,8.964,7.967333,7.1958,19,8,0,11,0.894737,0.915847
3r7g,chai1_with_msa,2,0.860992,0.927273,92.236476,0.806239,95.392312,95.62039,93.543684,0.9620405435562134,0.9630345106124878,0.1576945334672927,0.0924213305115699,0.8062390089035034,0.984689,0.987286,14,13,6,7,1,0,0,2.355755,0.827539,0.409652,0.44794846,0.477398,3.603316,9.167,8.088667,7.4018,19,8,0,11,0.894737,0.9355366
3r7g,chai1_with_msa,3,0.871815,0.945455,92.247382,0.806586,95.401445,95.627662,93.567895,0.9622500538825988,0.9632478952407836,0.157703623175621,0.0918522775173187,0.8065857887268066,0.97369,0.958178,17,15,4,12,1,0,0,2.397254,0.8501151,0.395876,0.44396046,0.4756414,3.507368,9.128,7.804,7.1018,19,8,0,11,0.894737,0.91994375
3r7g,chai1_with_msa,4,0.865091,0.945455,92.234184,0.807437,95.386243,95.610195,93.571053,0.9620153307914734,0.963304042816162,0.1570317149162292,0.0917887166142463,0.8074367046356201,0.980348,0.979018,14,12,5,8,1,0,0,2.281331,0.8662058,0.43134,0.46567574,0.5238267,3.557474,9.047,8.094,7.2968,19,8,0,11,0.894737,0.93085027
3rc4,chai1_with_msa,0,0.058059,0.0,96.216801,0.731346,97.731122,98.11,85.165,0.9776465892791748,0.9801438450813292,0.1710822135210037,0.1063351333141326,0.7313462495803833,0.91082,0.851664,4,4,0,4,0,0,0,3.950642,0.7774765,0.61716,0.6375306,0.72712696,6.231167,12.416,9.845667,7.189,6,0,0,6,1.0,0.81190825
3rc4,chai1_with_msa,1,0.060662,0.0,96.216392,0.725885,97.732293,98.115176,85.033333,0.9775301218032836,0.9799944162368774,0.1700456738471985,0.1032121330499649,0.7258845567703247,0.870549,0.787719,6,3,0,6,0,0,0,3.884598,0.73357964,0.581439,0.62355804,0.68005973,7.427833,11.901,10.106333,8.3316,6,0,0,6,1.0,0.7655412
3rc4,chai1_with_msa,2,0.06291,0.0,96.22208,0.731262,97.733951,98.114271,85.12,0.9773250818252563,0.9800591468811036,0.1704134047031402,0.1021495386958122,0.7312620282173157,0.946558,0.939789,6,3,0,6,0,0,0,3.743148,0.8142666,0.65599,0.7137878,0.76530683,7.119333,12.595,9.227,7.5836,6,0,0,6,1.0,0.84172153
3rc4,chai1_with_msa,3,0.063268,0.0,96.183081,0.730488,97.702634,98.085025,85.02,0.9777976870536804,0.9800443649291992,0.1708236932754516,0.1029651015996933,0.7304878830909729,0.950558,0.961925,5,4,0,5,0,0,0,6.164821,0.8891,0.716299,0.7673866,0.82887876,5.988,13.054,9.782,6.9456,6,0,0,6,1.0,0.82896507
3rc4,chai1_with_msa,4,0.059905,0.0,96.24503,0.729103,97.746244,98.130201,85.011667,0.9774844646453856,0.9800592660903932,0.1710084080696106,0.1065408885478973,0.7291027903556824,0.933227,0.91641,6,5,0,6,0,0,0,5.796779,0.8629747,0.737081,0.78872347,0.8205923,6.580833,11.606,9.907667,7.6114,6,0,0,6,0.833333,0.69095314
3ro3,chai1_with_msa,0,0.931848,0.907407,95.203255,0.937182,97.72608,98.018113,94.994706,0.9709912538528442,0.968380570411682,0.215608075261116,0.1446368247270584,0.9371814727783204,0.976762,0.95716,12,10,0,12,0,0,0,2.551303,1.0533271,0.56509,0.5935231,0.6446801,4.544647,10.421,9.440667,8.3562,17,10,0,7,0.941176,0.9010459
3ro3,chai1_with_msa,1,0.955231,0.944444,95.282116,0.937448,97.755341,98.049371,95.005294,0.9710277915000916,0.968486487865448,0.2149014472961425,0.1442658603191375,0.9374483823776244,0.989096,0.985294,11,8,0,10,1,0,0,2.141583,0.88763934,0.510296,0.56452376,0.6038108,4.060765,10.22,8.626,7.6246,17,10,0,7,0.941176,0.9685349
3ro3,chai1_with_msa,2,0.927215,0.925926,95.244367,0.936449,97.721932,98.017925,94.953529,0.9701459407806396,0.967491626739502,0.2156694233417511,0.1433234810829162,0.9364486932754515,0.980475,0.976035,10,9,1,9,0,0,0,1.939388,0.95133907,0.530783,0.5568295,0.6388277,4.095941,9.752,8.414667,7.6358,17,10,0,7,0.941176,0.9246955
3ro3,chai1_with_msa,3,0.935333,0.907407,95.272173,0.937404,97.7525,98.053836,94.934118,0.9711907505989076,0.968727171421051,0.2150081396102905,0.1435668766498565,0.9374037981033324,0.977282,0.952258,12,9,0,12,0,0,0,1.995614,0.8891986,0.48834,0.5281533,0.56709594,4.523059,10.237,8.830667,8.0044,17,11,0,6,1.0,0.93066704
3ro3,chai1_with_msa,4,0.941865,0.907407,95.22574,0.937158,97.735739,98.029057,94.992353,0.9708698391914368,0.9682328701019288,0.2151923477649688,0.1448651403188705,0.9371575713157654,0.979927,0.95716,8,8,1,7,0,0,0,2.249423,0.9208757,0.534169,0.59585816,0.64108676,4.197118,9.557,8.414333,7.6162,17,10,0,7,0.941176,0.9042671
3t6j,chai1_with_msa,0,0.929987,0.93617,93.194003,0.871006,95.81912,95.891731,85.334,0.9698030352592468,0.973731517791748,0.2181891053915023,0.1321522742509842,0.8710062503814697,0.966019,0.92381,13,12,0,11,1,1,0,1.328633,1.3442174,0.959268,0.9670722,1.3442174,13.308,16.194,14.482333,13.308,5,0,0,5,1.0,0.81709456
3t6j,chai1_with_msa,1,0.916914,0.893617,93.204048,0.877572,95.834773,95.908809,85.144,0.9696173667907716,0.9735453128814696,0.2200913727283477,0.1313983500003814,0.877571702003479,0.96309,0.914006,13,11,0,11,1,1,0,1.463017,1.835851,1.090103,1.5528975,1.835851,13.4272,16.697,14.665333,13.4272,5,0,0,5,1.0,0.7986656
3t6j,chai1_with_msa,2,0.926366,0.914894,93.238024,0.872166,95.86315,95.937493,85.128,0.9697439670562744,0.973675549030304,0.219951182603836,0.1316101104021072,0.8721659183502197,0.972478,0.944116,12,11,0,10,1,1,0,1.093039,1.4073179,0.844954,0.9171075,1.4073179,13.9924,16.294,14.985667,13.9924,5,0,0,5,1.0,0.85126936
3t6j,chai1_with_msa,3,0.9234,0.914894,93.204264,0.876516,95.832641,95.905886,85.256,0.9695255756378174,0.9734474420547484,0.2208485901355743,0.1346359997987747,0.8765157461166382,0.973394,0.958809,13,10,0,11,1,1,0,1.104195,1.8555397,1.160117,1.4080601,1.8555397,13.6772,16.532,14.98,13.6772,5,0,0,5,1.0,0.89185786
3t6j,chai1_with_msa,4,0.937997,0.978723,93.194105,0.867222,95.832283,95.90813,84.88,0.96992826461792,0.973862886428833,0.2183094024658203,0.1313634216785431,0.8672218322753906,0.982063,0.974153,13,11,0,12,1,0,0,1.125866,1.3993905,0.873672,1.0060726,1.3993905,13.7668,16.04,14.649667,13.7668,5,0,0,5,1.0,0.91392887
3vxw,chai1_with_msa,0,0.960334,1.0,92.033399,0.813354,95.260513,95.344054,93.715,0.9511436223983764,0.949043035507202,0.2107211351394653,0.1845483481884002,0.8133544921875,0.970904,0.942186,8,5,0,6,2,0,0,1.989475,1.0171444,0.632961,0.72128075,0.8852747,6.8105,13.502,9.313,7.5258,6,0,0,6,1.0,0.9528203
3vxw,chai1_with_msa,1,0.962691,1.0,92.092942,0.81357,95.323248,95.41018,93.715,0.9514247179031372,0.949265956878662,0.2114670276641845,0.1841292083263397,0.8135696649551392,0.96224,0.925538,8,6,0,6,2,0,0,2.398377,1.0137898,0.651637,0.7189407,0.87558347,6.848333,12.741,9.427,7.55,6,0,0,6,1.0,0.941136
3vxw,chai1_with_msa,2,0.966513,1.0,92.180603,0.815468,95.399573,95.487297,93.776667,0.9520033597946168,0.9499367475509644,0.2098433971405029,0.1841160953044891,0.8154679536819458,0.975682,0.958333,11,6,0,9,2,0,0,2.009491,1.0231122,0.629014,0.73217696,0.87445563,7.063333,12.966,9.721,7.7726,6,0,0,6,1.0,0.9728209
3vxw,chai1_with_msa,3,0.952666,0.962963,92.050301,0.813494,95.270769,95.356126,93.691667,0.9518988728523254,0.9498807191848756,0.2098403871059417,0.1839982122182846,0.8134937882423401,0.965848,0.925232,9,6,0,7,2,0,0,2.555544,0.94484454,0.598629,0.6729172,0.835672,6.7425,13.227,9.724667,7.513,6,0,0,6,1.0,0.94539845
3vxw,chai1_with_msa,4,0.966353,1.0,91.921518,0.814525,95.139573,95.219279,93.665,0.9515851140022278,0.9494562149047852,0.2103042006492614,0.184772104024887,0.8145254254341125,0.972052,0.95025,10,6,0,8,2,0,0,1.969639,1.0415589,0.672889,0.79556996,0.9345411,7.082667,13.746,9.880333,7.9136,6,0,0,6,1.0,0.95744455
3wbn,chai1_with_msa,0,0.10999,0.111111,84.130228,0.250661,87.172942,89.119444,41.071579,0.9229357838630676,0.9413954615592957,0.0676113367080688,0.0057787089608609,0.2506614029407501,0.205596,0.113489,2,0,0,2,0,0,0,1.773455,2.030056,0.729344,0.9076624,1.0489239,7.719211,12.324,11.836333,11.1402,19,0,12,7,1.0,0.0759998
3wbn,chai1_with_msa,1,0.092999,0.066667,84.252315,0.242217,87.314456,89.254844,41.357895,0.9230245351791382,0.9415424466133118,0.0684787109494209,0.0057868510484695,0.2422173172235489,0.229596,0.143242,3,0,0,3,0,0,0,2.527082,2.2167275,0.818178,1.0083717,1.0804166,5.597842,10.775,9.996,9.0842,19,0,10,9,1.0,0.038621016
3wbn,chai1_with_msa,2,0.063141,0.022222,84.412451,0.30226,87.465672,89.3556,42.704211,0.9250931739807128,0.9410811066627502,0.0666819661855697,0.0078406687825918,0.3022601008415222,0.184639,0.082306,5,1,1,4,0,0,0,2.577911,1.7967259,0.736169,0.8846574,1.025501,6.029526,11.36,10.104333,9.7608,19,0,12,7,1.0,0.0737261
3wbn,chai1_with_msa,3,0.09551,0.088889,84.192668,0.253418,87.243433,89.166756,41.691053,0.9227691888809204,0.941746950149536,0.0667145252227783,0.0058299452066421,0.2534183859825134,0.259355,0.148473,11,1,1,8,1,1,0,2.179367,2.185381,0.755869,0.93612736,1.1102889,6.308421,8.797,8.651333,8.4166,19,3,12,4,1.0,0.055660106
3wbn,chai1_with_msa,4,0.067123,0.022222,84.384921,0.272556,87.426716,89.346378,41.961053,0.9257038831710817,0.9413688778877258,0.0679716989398002,0.0067608887329697,0.2725564241409302,0.193365,0.089827,7,0,0,7,0,0,0,1.997254,1.8685628,0.881046,1.0207453,1.073324,6.157737,10.647,9.689667,8.7596,19,0,8,11,1.0,0.063333765
4aph,chai1_with_msa,0,0.697877,0.516667,95.926762,0.834341,97.355008,97.653265,72.557143,0.9845644235610962,0.9798095226287842,0.1778158992528915,0.1486891061067581,0.834341287612915,0.979333,0.951528,12,11,0,10,0,2,0,2.784657,0.8420901,0.587987,0.63854694,0.6996604,11.095429,14.634,13.944667,12.7632,7,0,0,7,1.0,0.53738964
4aph,chai1_with_msa,1,0.697513,0.5,95.915114,0.839058,97.331613,97.63067,72.467143,0.9843135476112366,0.9795916080474854,0.1771534830331802,0.1494633108377456,0.8390576243400574,0.970509,0.927785,11,9,0,9,0,2,0,2.512502,1.0483663,0.746137,0.8115642,0.9042735,10.538857,15.793,13.647667,11.9798,7,0,0,7,1.0,0.50723326
4aph,chai1_with_msa,2,0.684806,0.483333,95.94445,0.8364,97.363243,97.667354,72.078571,0.9844906330108644,0.9797499179840088,0.1774976253509521,0.1491999477148056,0.8363997936248779,0.982347,0.959725,13,13,0,11,0,2,0,2.124861,1.0403826,0.822045,0.873172,0.9140169,11.161857,15.72,14.054667,12.9258,7,0,0,7,1.0,0.5747883
4aph,chai1_with_msa,3,0.686622,0.483333,95.904394,0.836382,97.324329,97.628729,72.015714,0.9843547940254213,0.979577660560608,0.1775527596473693,0.1501375287771225,0.8363814949989319,0.9739,0.93585,14,11,0,12,0,2,0,2.70725,0.909047,0.628191,0.7083936,0.7960744,11.229143,16.033,13.734667,12.7084,7,0,0,7,1.0,0.48195577
4aph,chai1_with_msa,4,0.707421,0.533333,95.924809,0.835732,97.348183,97.652027,72.085714,0.984498918056488,0.979757845401764,0.1768276840448379,0.1493963599205017,0.8357318639755249,0.987295,0.975542,13,13,0,11,0,2,0,1.733843,1.0688565,0.82823,0.8941744,0.95725423,11.183286,15.542,13.980333,13.0296,7,0,0,7,1.0,0.67315936
4bta,chai1_with_msa,0,0.936573,1.0,91.623244,0.56736,93.922724,94.317004,83.54,0.8570700883865356,0.8541334271430969,0.1467600762844085,0.0954288020730018,0.5673595070838928,0.983099,1.0,3,3,0,3,0,0,0,3.262765,1.7112424,1.223046,1.4117111,1.4687048,4.01,6.392,5.665667,5.0718,9,0,0,9,1.0,0.9754214
4bta,chai1_with_msa,1,0.937372,1.0,91.508338,0.572202,93.798862,94.167468,84.092222,0.8573169708251953,0.8543366193771362,0.1475385427474975,0.0954456850886344,0.5722018480300903,0.964891,1.0,2,2,0,2,0,0,0,4.161597,2.6560752,2.222844,2.4541101,2.5353792,3.849444,6.22,5.399667,4.7748,9,0,0,9,1.0,0.947225
4bta,chai1_with_msa,2,0.933385,1.0,91.637714,0.569673,93.945041,94.320127,84.067778,0.8580411672592163,0.8551599979400635,0.1474079638719558,0.0957226604223251,0.5696730017662048,0.964825,0.94766,2,2,0,2,0,0,0,3.414483,2.6101809,2.132884,2.3090332,2.4413826,4.041667,6.337,5.658,5.0736,9,0,0,9,1.0,0.96556365
4bta,chai1_with_msa,3,0.899987,1.0,91.689828,0.570588,93.996016,94.382068,83.83,0.8585811853408813,0.8557098507881165,0.1471420377492904,0.09571323543787,0.5705885291099548,0.969938,0.982759,3,3,0,3,0,0,0,6.330093,2.4256575,1.99931,2.142546,2.2585475,3.781111,6.099,5.406,4.7366,9,0,0,9,1.0,0.96713686
4bta,chai1_with_msa,4,0.887662,1.0,91.623528,0.570086,93.929472,94.30827,83.954444,0.8581675291061401,0.8551864624023438,0.1475437730550766,0.0947689786553382,0.5700862407684326,0.960677,0.982759,2,2,0,2,0,0,0,6.12315,2.2577412,1.968238,2.081371,2.1215441,3.868444,5.969,5.319,4.8132,9,0,0,9,1.0,0.93841493
4cu4,chai1_with_msa,0,0.185016,0.061538,91.532256,0.413611,93.541485,94.718687,54.69381,0.9618819952011108,0.9697163105010986,0.189333289861679,0.0616861172020435,0.4136106371879577,0.512992,0.386022,8,1,0,7,0,1,0,3.353301,0.9272105,0.435581,0.48034206,0.5458145,4.160048,8.35,7.513,6.9826,21,3,0,18,0.952381,0.21289487
4cu4,chai1_with_msa,1,0.205253,0.153846,91.668519,0.422115,93.704874,94.795051,57.729048,0.9631943702697754,0.9705584049224854,0.1860769540071487,0.0679304003715515,0.4221152663230896,0.452948,0.40936,16,12,1,14,0,1,0,2.105358,0.9552732,0.437482,0.4727591,0.4863492,6.994238,18.571,14.791,13.0256,21,0,0,21,1.0,0.20051208
4cu4,chai1_with_msa,2,0.188874,0.061538,91.584214,0.418117,93.587451,94.750548,55.205238,0.96210378408432,0.9695680141448976,0.1891625970602035,0.0621176697313785,0.4181172251701355,0.557491,0.46194,3,1,1,2,0,0,0,3.755939,0.8656842,0.361618,0.40787324,0.43403235,3.826619,9.749,8.348,7.3268,21,3,0,18,0.952381,0.32930627
4cu4,chai1_with_msa,3,0.170485,0.092308,91.63156,0.445657,93.653501,94.748009,57.534762,0.9621772170066832,0.9695999622344972,0.187554657459259,0.0745595097541809,0.4456574618816376,0.441348,0.401641,19,11,1,18,0,0,0,2.324876,1.0050424,0.399631,0.4334046,0.4763731,6.828143,18.169,15.249,13.492,21,0,0,21,0.952381,0.21140873
4cu4,chai1_with_msa,4,0.21461,0.061538,91.582646,0.409541,93.592787,94.767085,54.840952,0.9625245332717896,0.9704310894012452,0.1891986727714538,0.0595811977982521,0.4095410704612732,0.473762,0.383237,11,2,0,10,0,1,0,3.439305,0.89948064,0.441737,0.47889695,0.5112704,4.44581,11.698,8.328333,7.3326,21,3,0,18,1.0,0.17256741
4cy3,chai1_with_msa,0,0.959069,0.913043,96.270285,0.92069,97.956667,98.108152,92.856667,0.9809720516204834,0.9773828983306884,0.1989018619060516,0.1613344103097915,0.920689821243286,0.98167,0.955269,9,8,0,8,1,0,0,2.189148,0.7192118,0.514812,0.5528365,0.5780927,6.311556,17.869,10.834667,9.0318,9,3,0,6,0.888889,0.9340369
4cy3,chai1_with_msa,1,0.955369,0.913043,96.315441,0.923945,97.983526,98.144719,92.556667,0.981222689151764,0.9776546955108644,0.1976309418678283,0.160244807600975,0.9239452481269836,0.978966,0.949191,9,8,0,8,1,0,0,3.482477,0.71857285,0.412962,0.4730327,0.5347768,7.076667,18.716,11.715333,9.4668,9,3,0,6,1.0,0.8920059
4cy3,chai1_with_msa,2,0.963833,0.934783,96.297042,0.924127,97.972436,98.121122,92.966667,0.980954647064209,0.9773555397987366,0.1990563720464706,0.1615399718284607,0.9241271018981934,0.98682,0.971195,8,7,0,7,1,0,0,2.245451,0.7424812,0.486428,0.5537558,0.5908798,6.414111,17.426,10.948,8.9274,9,3,0,6,0.888889,0.94326305
